StoreID,City,State,Date Last Winter Freeze,Date First Winter Freeze,Growing Season Length,Precip Jan,Precip Feb,Precip Mar,Precip Apr,Precip May,Precip Jun,Precip Jul,Precip Aug,Precip Sep,Precip Oct,Precip Nov,Precip Dec,Rain Jan,Rain Feb,Rain Mar,Rain Apr,Rain May,Rain Jun,Rain Jul,Rain Aug,Rain Sep,Rain Oct,Rain Nov,Rain Dec,Snow Jan,Snow Feb,Snow Mar,Snow Apr,Snow May,Snow Jun,Snow Jul,Snow Aug,Snow Sep,Snow Oct,Snow Nov,Snow Dec,Temp Jan,Temp Feb,Temp Mar,Temp Apr,Temp May,Temp Jun,Temp Jul,Temp Aug,Temp Sep,Temp Oct,Temp Nov,Temp Dec,Elevation,Longitude,Latitude,LastWinterFreezeDiff,FirstWinterFreezeDiff
884,Logan,OH,2009-05-22,2009-10-02,173,2.236,2.568,4.264,3.616,3.056,5.564,3.436,2.672,3.044,3.108,1.864,3.562,1.52,1.296,3.994,3.616,3.056,5.564,3.436,2.672,3.044,3.108,1.808,2.95,10.434,17.35,3.378,0,0,0,0,0,0,0,0.558,6.942,26.69,30.1,39.61,49.5,59.89,68.7,72.68,70.8,64.15,52.33,41.75,31.9,881.89,-82.413616988143,39.5205532107899,29,-4
1110,Atchison,KS,2009-04-24,2009-10-12,209,0.642,1.262,2.858,3.658,4.406,5.774,3.458,4.2,4.134,3.238,1.174,1.956,0.052,0.406,2.668,3.658,4.406,5.774,3.458,4.2,4.134,3.238,1.16,0.988,11.502,13.046,1.95,0,0,0,0,0,0,0,0.106,14.352,26.08,32.2,42.97,54.04,64.56,73.58,78.52,76.24,67.97,56.8,41.96,30.38,985.72,-95.1409681039639,39.5267332199697,1,6
334,Littleton,CO,2009-05-30,2009-09-20,157,0.334,0.278,0.518,1.602,2.144,1.894,1.446,1.394,0.66,1.148,0.158,0.784,0.006,0.048,0.294,1.38,2.144,1.894,1.446,1.394,0.66,0.968,0.052,0.034,7.718,4.77,2.782,2.246,0,0,0,0,0,2.458,1.204,13.71,28.66,31.87,37.75,44.53,53.76,63.91,69.73,68.14,59.56,48.69,36.52,29.57,6222.72,-105.157729439263,39.5293851357265,37,-16
633,Brazil,IN,2009-05-07,2009-10-10,206,1.48,2.266,3.208,5.592,3.92,8.054,4.024,1.234,2.598,3.112,1.402,3.328,1.294,1.4,3.176,5.592,3.92,8.054,4.024,1.234,2.598,3.112,1.212,2.966,2.76,11.434,0.326,0,0,0,0,0,0,0,1.91,4.538,27.2,32.43,42.99,53.7,63.73,72.52,76.07,74.1,67.26,55.92,44.02,32.37,638.84,-87.1203428314581,39.5312185405971,14,4
1295,Westminster,MD,2009-05-17,2009-10-04,184,2.106,1.878,3.508,3.138,3.7,3.528,2.944,3.59,5.52,3.446,2.53,3.418,1.354,0.6,3.12,3.138,3.7,3.528,2.944,3.59,5.52,3.446,2.524,2.704,8.502,16.418,4.148,0,0,0,0,0,0,0,0.052,8.458,31.37,34.34,42.83,53.13,62.92,71.26,75.65,73.87,66.77,55.67,45.5,36.09,724.25,-76.9814559983116,39.547481846006,24,-2
1162,Price,UT,2009-07-14,2009-08-18,105,0.59,0.76,0.574,0.524,1.01,0.962,0.404,0.496,0.96,1.104,0.326,1.282,0.02,0.054,0.444,0.524,1.01,0.962,0.404,0.496,0.96,1.104,0.156,0.364,8.26,8.984,1.364,0,0,0,0,0,0,0.002,2.598,15.004,22.61,26.95,34.35,42.07,51.16,61.32,67.45,65.7,57.38,46,32.31,24.09,5983.03,-110.883373726754,39.5477964236432,82,-49
339,Centennial,CO,2009-06-04,2009-09-20,152,0.498,0.434,0.668,2.32,2.462,1.864,2.128,1.858,0.99,1.312,0.202,1.142,0.002,0.042,0.272,1.996,2.462,1.864,2.128,1.858,0.99,1.03,0.056,0.026,11.77,8.096,5.462,3.26,0,0,0,0,0,3.61,1.656,22.758,30.36,34.29,39.81,46.41,55.7,65.93,71.9,70,61.73,50.69,38.31,31.55,5734.73,-104.85823534077,39.5729694564624,42,-16
1622,Fallon,NV,2009-06-06,2009-09-19,157,0.722,0.956,0.694,0.6,0.562,0.572,0.198,0.05,0.188,0.916,0.484,1.182,0.542,0.746,0.688,0.598,0.562,0.572,0.198,0.05,0.188,0.916,0.468,0.75,1.868,2.174,0.074,0.022,0,0,0,0,0,0,0.176,6.052,32.11,38.45,43.99,49.92,57.93,66.56,73.53,71.82,63.07,52.17,40.43,32.31,4125.85,-118.335614146008,39.5807249501043,44,-17
1636,Fernley,NV,2009-05-29,2009-09-28,198,0.678,1.36,0.978,0.492,0.442,0.6,0.392,0.022,0.146,1.13,0.476,1.636,0.462,0.742,0.974,0.492,0.442,0.6,0.392,0.022,0.146,1.13,0.44,0.938,2.216,6.364,0.046,0,0,0,0,0,0,0,0.384,9.662,34.16,39.16,44.68,50.28,58.26,66.64,73.56,72.12,64,53.12,41.76,34.26,4557.48,-119.160572742507,39.5880938977596,36,-8
1886,North East,MD,2009-05-01,2009-10-15,208,2.702,2.61,3.96,3.502,2.98,3.726,3.63,4.556,5.286,3.956,2.464,4.194,1.81,1.31,3.83,3.502,2.98,3.726,3.63,4.556,5.286,3.956,2.452,3.636,10.018,15.508,1.756,0,0,0,0,0,0,0,0.116,7.222,32,34.86,43.19,53.03,63.04,71.54,76.19,74.51,67.66,55.91,45.87,36.69,148.98,-75.9560346957828,39.5894643697131,8,9
1356,Morgantown,WV,2009-05-21,2009-10-06,197,2.618,2.518,3.956,3.868,4.314,5.842,5.054,3.908,3.65,2.978,2.368,4.018,1.802,1.83,3.758,3.84,4.314,5.842,5.054,3.908,3.65,2.978,2.276,3.386,10.752,9.514,2.224,0.28,0,0,0,0,0,0,1.01,7.884,29.83,32.77,41.7,51.49,60.81,68.66,72.7,71.34,64.88,53.62,43.62,34.52,1164.11,-79.8955414507776,39.5966808483305,28,0
937,Dayton,OH,2009-05-11,2009-10-04,184,2.268,2.738,4.504,4.45,3.904,5.122,3.28,2.586,4.214,2.942,2.308,4.35,1.468,1.18,3.926,4.45,3.904,5.122,3.28,2.586,4.214,2.942,2.034,3.426,12.424,24.838,6.824,0,0,0,0,0,0,0,3.54,11.92,27.69,31.49,41.24,51.77,62.41,71.55,75.55,73.75,66.55,54.41,43.58,32.94,876.34,-84.1599742864935,39.6003282174983,18,-2
1619,Sparks,NV,2009-06-15,2009-09-14,169,0.482,1.228,0.78,0.376,0.354,0.598,0.424,0.008,0.106,1.074,0.362,1.498,0.352,0.63,0.752,0.376,0.354,0.598,0.424,0.008,0.106,1.074,0.326,0.676,1.59,7.072,0.288,0,0,0,0,0,0,0,0.368,12.574,33.58,38.22,43.73,49.18,56.52,64.69,70.91,69.93,62.51,52.21,41.29,34.19,4706.79,-119.707044975669,39.6023561866404,53,-22
963,Paris,IL,2009-05-04,2009-10-05,202,1.498,2.264,3.21,5.374,3.926,7.824,3.958,1.316,2.722,3.176,1.552,3.35,1.228,1.376,3.176,5.374,3.926,7.824,3.958,1.316,2.722,3.176,1.344,2.846,3.804,11.618,0.346,0,0,0,0,0,0,0,2.076,6.198,25.35,30.38,41.35,52.32,62.79,72.19,75.51,73.43,66.44,54.95,42.38,30.88,666.29,-87.7000090450664,39.6026509446917,11,-1
1004,Rushville,IN,2009-05-09,2009-10-06,190,2.14,2.768,5.172,4.264,4.064,6.114,2.61,2.138,2.55,3.184,2.426,4.32,1.574,1.51,4.958,4.264,4.064,6.114,2.61,2.138,2.55,3.184,2.21,3.494,8.476,18.778,2.198,0,0,0,0,0,0,0,2.31,10.506,25.34,29.47,39.61,50.28,61.18,70.14,73.67,71.62,64.9,53.2,41.95,31,979,-85.4314541257574,39.6030401566326,16,0
1320,Hampstead,MD,2009-05-16,2009-10-05,176,1.978,1.886,3.286,3.002,3.606,3.768,2.97,3.558,5.41,3.348,2.398,3.326,1.076,0.594,2.914,3.002,3.606,3.768,2.97,3.558,5.41,3.348,2.388,2.668,10.208,16.812,4.004,0,0,0,0,0,0,0,0.092,8.19,30.69,33.66,42.04,52.21,61.84,70.24,74.55,72.98,65.99,55.13,44.99,35.57,808.36,-76.8512474395557,39.6160532745154,23,-1
1962,Pennsville,NJ,2009-04-23,2009-10-21,216,3.034,2.972,4.364,3.802,3.052,3.702,3.982,5.1,5.468,4.274,2.612,4.64,1.998,1.442,4.224,3.802,3.052,3.702,3.982,5.1,5.468,4.274,2.6,4.012,11.65,19.376,1.89,0,0,0,0,0,0,0,0.12,8.258,32.19,34.83,43.15,52.96,63.11,72.13,77.14,75.49,68.12,56.35,46.48,37.03,6.37,-75.5095871401144,39.6286442252469,0,15
800,Connersville,IN,2009-05-16,2009-09-30,170,2.152,2.906,5.066,4.198,3.932,5.51,2.664,2.042,3.072,3.224,2.44,4.042,1.536,1.536,4.778,4.198,3.932,5.51,2.664,2.042,3.072,3.224,2.208,3.346,8.404,19.726,3.21,0,0,0,0,0,0,0,2.322,8.692,24.27,28.24,38.34,48.91,59.75,68.81,72.49,70.43,63.37,51.53,40.67,29.83,938.85,-85.1679884503942,39.6316561369319,23,-6
1267,Hammonton,NJ,2009-05-19,2009-10-02,172,3.232,3.004,4.954,3.456,3.552,3.714,3.326,4.696,4.872,4.42,3.462,5.892,2.742,1.534,4.728,3.456,3.552,3.714,3.326,4.696,4.872,4.42,3.46,5.126,6.386,16.484,2.91,0,0,0,0,0,0,0,0.02,9.994,31.78,34.19,42.18,51.92,61.92,70.6,75.91,74.03,66.46,54.98,46,36.62,95.81,-74.7710598702298,39.6326764640424,26,-4
1559,Hagerstown,MD,2009-05-07,2009-10-16,203,1.934,1.45,3.266,3.69,3.116,2.63,2.366,2.978,4.048,2.742,2.096,3.46,1.228,0.544,3.108,3.69,3.116,2.63,2.366,2.978,4.048,2.742,2.016,3.072,7.692,11.206,1.932,0,0,0,0,0,0,0,0.8,4.262,29.4,32.57,41.7,51.9,62.18,70.53,74.97,73.02,65.83,54.31,44.04,34.56,564.76,-77.7386697247678,39.6330014504889,14,10
1026,Camby,IN,2009-05-06,2009-10-07,203,2.366,2.884,5.164,4.354,4.452,7.128,2.77,2.2,2.488,3.22,2.216,4.792,1.608,1.49,4.962,4.354,4.452,7.128,2.77,2.2,2.488,3.22,2.154,3.904,11.17,21.246,2.06,0,0,0,0,0,0,0,0.62,11.2,26.46,30.98,41.34,51.68,62.1,71.16,74.93,73,65.72,54.06,42.76,31.6,730.5,-86.3057300273233,39.6344469924539,13,1
55,Avon,CO,2009-07-15,2009-08-19,123,0.394,0.304,0.6,0.858,0.888,1.86,0.758,0.512,0.484,0.666,0.22,0.686,0.002,0.054,0.232,0.726,0.878,1.86,0.758,0.512,0.484,0.574,0.08,0.046,6.338,4.488,4.81,1.408,0.11,0,0,0,0.004,0.932,1.534,11.202,14.45,18.86,26.12,33.98,43.68,51.86,57.55,56.47,48.95,38.15,24.25,15.65,9624.85,-106.509598938401,39.6382841629608,83,-48
3385,Oroville,CA,2009-04-05,2009-11-07,361,2.814,4.324,2.948,1.92,1.112,0.626,0.022,0.006,0.354,1.892,1.73,5.064,2.814,4.324,2.948,1.92,1.112,0.626,0.022,0.006,0.354,1.892,1.73,5.03,0,0,0,0,0,0,0,0,0,0,0,0.344,45.31,50.26,53.94,58.65,66.05,73.46,78.09,76.12,71.03,63.1,51.99,45.61,331.86,-121.583354769352,39.6392923283714,-18,32
1963,New Castle,DE,2009-04-23,2009-10-21,220,3.034,2.972,4.362,3.802,3.052,3.704,3.984,5.098,5.468,4.274,2.612,4.64,1.994,1.332,3.802,3.802,3.052,3.704,3.984,5.098,5.468,4.274,2.6,4.012,11.98,20.48,6.09,0,0,0,0,0,0,0,0.12,8.25,31.79,34.48,42.9,52.63,62.75,71.68,76.69,75.04,67.8,55.96,46.08,36.63,72.23,-75.6048082334819,39.6445363586792,0,15
982,New Martinsville,WV,2009-05-22,2009-10-05,173,2.902,2.56,3.968,3.402,4.206,5.502,3.382,2.912,2.834,2.942,2.158,4.228,2.094,1.852,3.908,3.402,4.206,5.502,3.382,2.912,2.834,2.942,2.142,3.88,9.684,9.15,0.884,0.004,0,0,0,0,0,0,0.164,4.626,28.74,31.59,40.35,50.3,60.15,68.68,73.03,71.83,65.34,53.31,43.08,33.66,935.52,-80.8449172862027,39.6455019716851,29,-1
1249,Lavale,MD,2009-05-17,2009-10-01,172,2.182,1.868,3.568,3.938,4.136,3.882,3.154,3.89,4.362,2.72,2.516,3.758,1.504,0.8,3.372,3.936,4.136,3.882,3.154,3.89,4.362,2.72,2.508,3.206,8.156,14.54,2.166,0.016,0,0,0,0,0,0,0.128,6.846,28.3,31.59,40.13,50.46,60.1,68.12,72.41,70.91,63.89,52.28,42.05,32.6,1244.77,-78.7532994787917,39.6471433746767,24,-5
632,Greencastle,IN,2009-05-07,2009-10-10,205,1.912,2.546,4.074,5.232,4.312,7.734,3.576,1.596,2.628,3.248,1.862,3.968,1.442,1.492,3.968,5.232,4.312,7.734,3.576,1.596,2.628,3.248,1.604,3.412,6.838,14.396,1.064,0,0,0,0,0,0,0,2.582,7.128,25.79,30.85,41.04,52.07,62.65,71.64,75.22,73.4,66.54,54.73,42.72,30.9,785.85,-86.8886267102795,39.6588024464433,14,4
822,Xenia,OH,2009-05-11,2009-10-01,187,2.242,2.66,4.44,4.588,3.836,5.234,3.334,2.762,4.088,2.968,2.36,4.428,1.442,1.098,4.002,4.588,3.836,5.234,3.334,2.762,4.088,2.968,2.058,3.534,12.252,24.74,5.328,0,0,0,0,0,0,0,3.004,11.904,27.54,31.42,41.32,51.72,62.08,70.73,74.41,72.39,65.76,54.32,43.33,32.73,921.22,-83.9150128777779,39.6703882705093,18,-5
1022,Plainfield,IN,2009-05-06,2009-10-07,203,2.366,2.884,5.164,4.354,4.452,7.128,2.77,2.2,2.488,3.22,2.216,4.792,1.608,1.49,4.962,4.354,4.452,7.128,2.77,2.2,2.488,3.22,2.154,3.904,11.166,21.242,2.06,0,0,0,0,0,0,0,0.62,11.196,26.44,31.16,41.61,51.99,62.57,71.65,75.35,73.46,66.29,54.58,42.88,31.55,779.47,-86.3979671560785,39.6900721315287,13,1
970,Lancaster,OH,2009-05-11,2009-10-05,183,2.332,2.754,4.51,3.732,2.984,5.408,3.706,2.946,3.34,3.218,1.848,3.758,1.534,1.17,4.236,3.732,2.984,5.408,3.706,2.946,3.34,3.218,1.794,3.14,11.968,21.438,3.58,0,0,0,0,0,0,0,0.52,7.332,26.55,30.06,39.66,49.56,59.95,69.1,73.09,71.3,64.6,52.81,42.2,31.94,923.74,-82.6079610254321,39.6963995944926,18,-1
1161,Moraine,OH,2009-04-24,2009-10-22,219,2.28,2.748,4.512,4.392,3.94,5.016,3.272,2.526,4.346,2.884,2.284,4.332,1.554,1.25,4.314,4.392,3.94,5.016,3.272,2.526,4.346,2.884,2.076,3.542,10.982,23.348,3.17,0,0,0,0,0,0,0,2.07,9.898,27.89,31.79,41.49,52.48,63.56,72.86,76.95,74.96,67.86,55.56,44.18,33.1,866.95,-84.2265440932256,39.699876340526,1,16
1113,Hannibal,MO,2009-04-29,2009-10-12,212,1.32,1.926,3.126,4.274,3.69,7.4,4.014,3.308,3.328,2.478,1.578,2.724,0.976,1.388,3.012,4.274,3.69,7.4,4.014,3.308,3.328,2.478,1.568,1.894,5.984,7.402,1.128,0,0,0,0,0,0,0,0.1,10.822,25.09,30.67,41.64,53.3,63.38,72.57,77.05,74.9,66.97,55.57,42.29,29.88,610.81,-91.4422839516485,39.7006717832425,6,6
3133,Chico,CA,2009-04-26,2009-11-03,277,3.09,4.476,2.198,1.638,0.874,0.634,0.124,0.004,0.364,1.664,1.364,4.498,3.09,4.476,2.198,1.638,0.874,0.634,0.124,0.004,0.364,1.664,1.364,4.494,0,0,0,0,0,0,0,0,0,0,0,0.048,44.53,49.28,53.15,58.35,65.65,72.38,76.92,75.43,71.52,63.01,51.6,44.63,211.8,-121.813739687667,39.7080819392452,3,28
1766,Manahawkin,NJ,2009-05-09,2009-10-10,190,3.194,2.884,4.928,3.534,4.668,3.692,3.884,4.564,5.018,4.316,3.336,5.698,2.484,1.588,4.674,3.534,4.668,3.692,3.884,4.564,5.018,4.316,3.336,5.062,8.424,14.314,3.08,0,0,0,0,0,0,0,0.002,8.308,32.47,34.38,41.93,51.1,61.06,70.41,76.03,74.48,67.76,56.24,46.57,37.1,37.81,-74.2562532535969,39.7094364994626,16,4
680,Wheat Ridge,CO,2009-05-26,2009-09-23,164,0.186,0.13,0.36,0.842,1.88,1.886,0.658,0.858,0.304,0.944,0.092,0.478,0.022,0.066,0.312,0.834,1.88,1.886,0.658,0.858,0.304,0.828,0.05,0.152,3.388,0.982,0.614,0.08,0,0,0,0,0,1.342,0.426,4.392,29.15,32.4,38.29,45.19,54.58,64.75,70.54,68.52,59.89,48.97,36.72,30.31,5605,-105.236846520753,39.7166256364535,33,-13
790,Jacksonville,IL,2009-05-09,2009-09-30,187,1.9,2.576,3.056,4.15,4.382,7.604,3.88,1.974,4.776,3.37,1.828,3.854,1.2,1.608,2.996,4.15,4.382,7.604,3.88,1.974,4.776,3.37,1.816,2.12,11.632,14.044,0.602,0,0,0,0,0,0,0,0.126,23.048,24.76,29.89,40.58,51.8,62.09,71.16,75.18,72.94,65.69,54.4,41.62,30.02,601.25,-90.2325472646054,39.7332926805007,16,-6
1964,Wilmington,DE,2009-04-23,2009-10-21,216,3.034,2.972,4.364,3.802,3.054,3.704,3.982,5.102,5.47,4.274,2.612,4.64,1.994,1.332,3.804,3.802,3.054,3.704,3.982,5.102,5.47,4.274,2.6,4.012,11.978,20.476,6.086,0,0,0,0,0,0,0,0.12,8.254,31.82,34.52,42.92,52.66,62.79,71.72,76.73,75.07,67.82,55.99,46.11,36.66,106.2,-75.6650280707664,39.7382027899615,0,15
681,Lakewood,CO,2009-05-26,2009-09-23,166,0.244,0.186,0.422,1.14,1.988,1.89,0.96,1.06,0.436,1.028,0.116,0.6,0.012,0.064,0.316,1.134,1.988,1.89,0.96,1.06,0.436,0.908,0.066,0.116,4.708,2.11,1.334,0.078,0,0,0,0,0,1.468,0.51,7.044,29.66,32.99,38.89,45.68,55.03,65.02,70.77,68.68,60.23,49.29,37.11,30.75,5523.65,-105.071007891377,39.7420763395319,33,-13
464,Eaton,OH,2009-05-17,2009-09-29,184,2.326,2.916,4.638,4.222,4.026,5.012,3.16,2.254,4.368,2.954,2.232,4.204,1.512,1.346,4.138,4.222,4.026,5.012,3.16,2.254,4.368,2.954,1.998,3.326,12.478,25.66,6.274,0,0,0,0,0,0,0,2.76,10.972,24.96,28.97,39.25,49.72,60.39,69.2,72.88,71.05,64.03,52.05,41.1,30.36,1007.19,-84.6906086438884,39.7447486159036,24,-7
462,Cameron,MO,2009-05-16,2009-09-29,176,0.648,1.426,2.98,4.026,4.42,5.972,3.514,4.034,4.464,3.39,1.142,1.954,0.04,0.454,2.672,4.026,4.42,5.972,3.514,4.034,4.464,3.39,1.11,1.034,11.332,13.794,3.19,0,0,0,0,0,0,0,0.298,13.652,23.71,29.45,40.63,51.54,62.15,71.77,76.52,74.52,65.84,54.24,40.34,28.45,973.82,-94.2642434923142,39.7464624066651,23,-7
410,Macon,MO,2009-05-11,2009-09-27,186,1.31,1.972,3.862,4.662,5.446,8.73,5.988,2.79,6.022,3.32,1.786,2.132,0.258,0.93,3.432,4.662,5.446,8.73,5.988,2.79,6.022,3.32,1.76,1.19,23.12,13.332,4.8,0,0,0,0,0,0,0,0.27,13.736,23.83,29.53,40.89,51.87,62.48,72.01,77.03,75.18,66.12,54.42,40.37,28.38,834.17,-92.4479930761699,39.7596349802443,18,-9
1024,Avon,IN,2009-05-06,2009-10-07,200,2.36,2.876,5.144,4.38,4.46,7.138,2.788,2.188,2.496,3.226,2.22,4.778,1.608,1.466,4.944,4.38,4.46,7.138,2.788,2.188,2.496,3.226,2.158,3.794,11.634,21.522,2.04,0,0,0,0,0,0,0,0.616,12.778,26.35,31.16,41.58,52.08,62.66,71.69,75.29,73.42,66.33,54.69,42.92,31.45,848.5,-86.4024891857172,39.7638556238116,13,1
1678,Shrewsbury,PA,2009-05-16,2009-10-05,176,1.9,2.048,3.238,3.496,3.676,4.264,3.25,3.478,6.106,3.334,2.152,3.574,0.788,0.354,3.01,3.496,3.676,4.264,3.25,3.478,6.106,3.334,2.092,2.272,13.138,21.992,2.594,0,0,0,0,0,0,0,0.67,14.182,30.02,32.98,41.68,51.56,61.37,69.85,74.26,72.66,65.69,54.28,44.15,34.69,752.96,-76.6810570851953,39.766316893156,23,-1
322,Rifle,CO,2009-06-15,2009-09-17,140,0.51,0.518,0.906,1.136,0.956,1.296,0.892,0.674,0.926,0.962,0.448,0.956,0.118,0.234,0.772,1.126,0.956,1.296,0.892,0.674,0.926,0.96,0.384,0.318,5.702,3.762,1.514,0.104,0,0,0,0,0,0.02,0.666,9.586,23.59,30.66,39.6,46.73,55.58,64.75,70.76,69.35,60.66,49.29,35.74,25.58,6102.12,-108.116578647725,39.7666876181734,53,-19
1946,Turnersville,NJ,2009-04-26,2009-10-19,219,2.994,2.772,4.604,4.058,3.446,3.584,3.544,6.59,5.422,4.076,2.71,5.034,1.998,1.248,4.142,4.058,3.446,3.584,3.544,6.59,5.422,4.076,2.694,4.152,11.136,18.762,5.136,0,0,0,0,0,0,0,0.162,11.164,31.92,34.25,42.55,52.15,62.1,71.19,76.17,74.6,67.57,55.72,46.3,36.81,93.51,-75.0545052990784,39.7838593036134,3,13
1317,Hanover,PA,2009-05-16,2009-10-05,178,2.124,2.21,3.534,4.032,3.96,4.152,3.45,3.838,6.116,3.424,2.348,4.104,1.378,0.772,3.328,4.032,3.96,4.152,3.45,3.838,6.116,3.424,2.298,2.898,8.682,19.1,2.316,0,0,0,0,0,0,0,0.504,12.926,30,32.57,41.23,51.59,61.65,70.4,75.04,73.09,65.78,54.23,44.43,34.83,606.52,-76.9808563041485,39.790738145979,23,-1
1768,Lanoka Harbor,NJ,2009-05-09,2009-10-10,192,3.062,2.442,4.806,3.808,6.674,3.68,4.852,4.59,5.306,4.058,2.958,4.94,2.452,1.476,4.534,3.808,6.674,3.68,4.852,4.59,5.306,4.058,2.958,4.46,7.206,11.034,3.068,0,0,0,0,0,0,0,0,5.754,31.85,33.69,41.42,50.45,60.58,69.81,75.52,74.15,67.45,55.83,46.19,36.51,37.63,-74.2600053334393,39.7967889223658,16,4
927,Greenfield,IN,2009-05-09,2009-10-04,190,2.254,2.758,5.164,4.344,4.34,6.776,2.724,2.206,2.462,3.152,2.318,4.66,1.594,1.458,4.978,4.344,4.34,6.776,2.724,2.206,2.462,3.152,2.108,3.74,10.066,19.488,1.892,0,0,0,0,0,0,0,2.078,11.918,25.35,29.54,39.86,50.78,61.74,70.74,74.41,72.41,65.64,53.71,42.05,30.77,888.56,-85.7665407117384,39.8013051407469,16,-2
893,Brookfield,MO,2009-05-01,2009-10-03,199,1.294,1.972,3.854,4.672,5.426,8.624,5.924,2.79,6.038,3.36,1.758,2.124,0.25,0.948,3.444,4.672,5.426,8.624,5.924,2.79,6.038,3.36,1.734,1.184,22.622,13.262,4.634,0,0,0,0,0,0,0,0.266,12.578,23.38,29.59,41.1,51.49,62.28,71.48,76.49,74.64,65.95,54.85,40.2,28.61,800.21,-93.0375871210391,39.8148963650534,8,-3
1160,Beavercreek,OH,2009-04-24,2009-10-22,217,2.244,2.664,4.442,4.586,3.836,5.226,3.334,2.762,4.098,2.966,2.358,4.428,1.528,1.112,4.01,4.586,3.836,5.226,3.334,2.762,4.098,2.966,2.06,3.586,11.298,24.276,4.826,0,0,0,0,0,0,0,2.986,10.606,27.89,31.8,41.5,52.48,63.56,72.83,76.92,74.92,67.83,55.56,44.18,33.09,879.84,-83.9979016193954,39.8163339913081,1,16
614,Springfield,IL,2009-04-27,2009-10-06,192,1.972,2.638,2.932,4.098,4.41,7.776,3.878,1.804,4.916,3.476,1.836,3.972,1.222,1.694,2.872,4.098,4.41,7.776,3.878,1.804,4.916,3.476,1.824,2.124,12.36,14.04,0.6,0,0,0,0,0,0,0,0.12,23.44,25.09,30.59,41.78,52.79,63.59,72.59,76.29,74.19,66.99,55.49,42.29,30.29,581.04,-89.6439422853252,39.8229926050942,4,0
971,Canal Winchester,OH,2009-05-11,2009-10-05,182,2.444,2.886,4.664,3.788,2.98,5.34,3.834,3.15,3.394,3.29,1.9,3.888,1.58,1.21,4.384,3.788,2.98,5.34,3.834,3.15,3.394,3.29,1.842,3.276,12.97,22.55,3.76,0,0,0,0,0,0,0,0.574,7.254,27.98,31.83,41.69,51.73,61.92,70.75,74.49,72.62,65.97,54.41,43.37,33.1,772.17,-82.8028293565298,39.8244358031092,18,-1
1947,Woodbury,NJ,2009-04-26,2009-10-19,217,2.974,2.898,4.568,4.018,3.262,3.584,3.504,7.16,5.338,4.026,2.626,5.062,1.942,1.28,4.096,4.018,3.262,3.584,3.504,7.16,5.338,4.026,2.606,4.166,11.47,19.748,5.29,0,0,0,0,0,0,0,0.198,11.762,32.52,35.03,43.35,53.02,62.83,71.82,76.83,75.39,68.17,56.55,46.89,37.41,41.61,-75.1275418249311,39.8294237079512,3,13
2002,Deptford,NJ,2009-04-21,2009-10-25,229,2.974,2.898,4.568,4.018,3.262,3.584,3.504,7.16,5.338,4.026,2.626,5.062,1.942,1.28,4.096,4.018,3.262,3.584,3.504,7.16,5.338,4.026,2.606,4.166,11.47,19.748,5.29,0,0,0,0,0,0,0,0.198,11.762,32.51,35.01,43.33,53.01,62.87,71.84,76.86,75.43,68.2,56.58,46.9,37.4,41.31,-75.1275418249311,39.8294237079512,-2,19
607,Richmond,IN,2009-05-14,2009-10-04,182,2.148,2.69,4.818,4.238,3.932,5.056,2.924,2.276,3.714,2.876,2.386,4.196,1.538,1.392,4.462,4.238,3.932,5.056,2.924,2.276,3.714,2.876,2.192,3.428,9.032,21.196,4.4,0,0,0,0,0,0,0,2.136,9.686,25.19,29.29,39.62,49.92,60.57,69.3,72.88,70.88,63.76,51.94,41.14,30.46,1020,-84.890146726229,39.8354132380117,21,-2
1792,Somerdale,NJ,2009-05-10,2009-10-11,203,2.972,2.798,4.578,4.12,3.39,3.586,3.56,6.704,5.504,4.06,2.66,5.04,1.994,1.272,4.12,4.12,3.39,3.586,3.56,6.704,5.504,4.06,2.644,4.184,10.874,18.024,5.122,0,0,0,0,0,0,0,0.164,10.954,32.49,35.04,43.32,52.92,62.64,71.59,76.47,74.94,67.85,56.24,46.66,37.26,77.93,-75.0290405225665,39.8405255381667,17,5
1042,Huber Heights,OH,2009-05-08,2009-10-08,202,2.24,2.656,4.436,4.604,3.826,5.246,3.34,2.782,4.074,2.97,2.366,4.436,1.442,1.088,3.814,4.592,3.826,5.246,3.34,2.782,4.074,2.97,2.062,3.494,12.524,25.482,7.148,0.132,0,0,0,0,0,0,4.086,12.462,27.06,31.01,40.82,51.5,62.34,71.49,75.59,73.59,66.43,54.5,43.15,32.21,889.52,-84.1090648950256,39.8482694057466,15,2
409,Marysville,KS,2009-05-11,2009-09-27,175,0.568,0.948,2.02,3.492,4.39,5.75,4.114,3.472,3.806,2.884,1.1,1.544,0.126,0.366,1.96,3.492,4.39,5.75,4.114,3.472,3.806,2.882,1.088,0.502,9.236,10.168,0.724,0,0,0,0,0,0,0.032,0.138,17.588,25.05,31.09,41.93,53.04,63.43,73.45,78.35,76.31,67.51,55.35,40.43,29.21,1300.53,-96.655938043707,39.8592192002946,18,-9
